country,ea_id,year.x,year.y,asset_index,asset_index_diff,infrastructure_index,infrastructure_index_diff,n
et,01010101601,2011,2015,-0.3729938001909399,-0.1509415613227258,0.34971592307715094,1.03792064799454,8
et,01010201403,2011,2015,-0.738706104574066,-0.961277374475521,-0.4973150145191766,-1.7230482626364152,11
et,01010300106,2011,2015,0.13484594290993435,0.4324831233598993,-0.13084643906802323,0.5398955840651042,9
et,01010301804,2011,2015,0.7860416524355578,1.1068849272908547,-0.28636900715946795,-0.37381514526851317,10
et,01010500204,2011,2015,-1.176329204690175,-0.3091432366991944,-2.398868891770736,-0.08098335457512147,3
et,01010600402,2011,2015,1.6093358437173682,0.6306367026263756,3.6311921928264796,0.3452501844150607,10
et,01020100207,2011,2015,-0.6504548099427417,0.7747743447843947,-3.170748220441222,1.133946906518885,10
et,01020200802,2011,2015,-0.04660233773890743,0.195279143547494,-0.45368155458978116,-0.03376892736522382,10
et,01020301001,2011,2015,0.05876661717297402,0.11500510690703838,0.13853211834837056,0.07296971747490545,11
et,01020401702,2011,2015,-0.034987083972509776,0.36472624232562967,-0.41204237778429403,-0.11157487972593691,11
et,01020601301,2011,2015,0.4579747071889284,0.48805870372601,-7.861834522688546e-4,-0.45480012674718157,11
et,01020700101,2011,2015,0.8715605122444584,0.6021164103731671,-0.3058991758366201,0.4564604792340189,2
et,01020800603,2011,2015,0.16805966233243574,0.3159409293244985,-0.3205576031543969,-0.9337408585095138,10
et,01020900602,2011,2015,-0.16838568386137998,-0.15748522505027404,0.1786075720225067,0.08246308353878652,11
et,01030100204,2011,2015,0.18866845100452642,0.02449121356784055,0.65399261600172,1.6816749808379534,11
et,01030300605,2011,2015,-0.2164549601156174,-0.3431818912128347,1.1186547218027871,1.935988855373055,11
et,01030400101,2011,2015,0.4665343491274172,0.2418622744789484,0.7397585764777634,-0.5742478424215386,11
et,01030501202,2011,2015,0.6622961436742746,0.9392433136593804,-0.06450566103248581,0.03763872421437604,12
et,01030600608,2011,2015,-0.1844663792762311,-0.12599406582068312,0.5171964295397133,1.7870746604211019,9
et,01030700116,2011,2015,0.9676556968587389,0.7116602850741776,1.1756072974511065,0.925952836373517,7
et,01030700709,2011,2015,-0.41624682827327136,-0.12699597549858266,-1.0507940459120673,-1.172029303914512,9
et,01040101204,2011,2015,0.012915521474928504,0.2106371157455169,-0.5828036427199053,-1.1663249260137223,10
et,01040300109,2011,2015,1.525090142548847,1.468589802774859,0.6347877275403754,0.6287435908235498,6
et,01040300404,2011,2015,-1.296127670119644,-0.08157433527995211,-3.9715908471835295,-1.6039926399093871,12
et,01040400103,2011,2015,0.6614327192624418,0.5517642423695779,1.0267406039474567,0.7005282206525211,12
et,01040500701,2011,2015,0.14547541591544932,0.3337316971037656,-0.3598397083369672,-0.8395454787547423,9
et,01040600803,2011,2015,0.5245451311827517,0.541503715943441,0.11243790580505186,0.7306734727685017,7
et,01040800402,2011,2015,0.19912581895594197,0.13148424683141924,0.28165025360634666,-0.4142485274212289,9
et,01050100105,2011,2015,0.22959346477254194,0.2984739185732708,0.20890193038380955,0.08657557353192832,11
et,01050200201,2011,2015,0.10319181645928,0.2440608981740482,-0.47250545618223705,-1.4245357324828134,8
et,01050200712,2011,2015,-1.1535840004598736,0.11324882854358886,-4.041205258408712,-1.925649624070913,9
et,01050201503,2011,2015,0.010192360499387083,0.11395389800526637,-0.16413360511826497,-0.5095051716097558,7
et,01050301501,2011,2015,0.22544441869128398,0.3109119432086729,0.08330948549358294,0.06142010641445359,5
et,01050302304,2011,2015,0.3344789082390754,0.4619812768876478,-0.8034665274680042,-2.462040497785252,9
et,02010200102,2011,2015,-0.4011365106633615,-0.37730170392843587,-0.205555344814847,-0.5655033361860247,8
et,02010300102,2011,2015,0.015400710193266005,0.1325407521784578,-0.8821448880693772,-2.885694329685118,9
et,02010300601,2011,2015,-0.12347263425542525,-0.04273946489669968,-0.8083364650104575,-2.4104607302971828,6
et,02010300802,2011,2015,0.005130244715157384,0.11816040932113939,-0.3694559468829025,-1.1754627575647931,4
et,02010400201,2011,2015,-0.005811186507988983,0.2099015085154183,-1.0422836870815602,-2.8309551303121094,11
et,02010500404,2011,2015,0.2212848217420008,0.2805193801213809,0.21232080755855454,0.0863641758523287,6
et,02010501103,2011,2015,0.7789211149312518,0.7128541842797107,0.2139950281209697,0.6433621597441065,5
et,02010600402,2011,2015,0.16199182275880733,0.27638892150463656,-0.9979456687145521,-3.040701827603442,7
et,02030100101,2011,2015,-0.24698104249928088,-0.2860278635491973,0.3762747613507981,0.119024003569126,5
et,02030200102,2011,2015,-0.09481854283410573,-0.030982131159723553,0.03570406521153556,0.05495762213951644,7
et,02030400601,2011,2015,0.31518037432224766,0.13170371008543927,-0.2556446946111416,-1.29214632231987,10
et,02030600601,2011,2015,-0.5589925768009866,-0.5106834943632678,-0.9268677366196738,-2.725749160877521,11
et,03010100204,2011,2015,0.14799880453755243,0.3141545308567143,-0.3288885517037552,-0.9348717932576278,5
et,03010400901,2011,2015,0.1834382306563185,0.3443169874452428,-0.6485204939082234,-1.918597751283998,9
et,03010800701,2011,2015,-0.850407105234698,-0.7794347995072908,-0.2098270157179808,-0.9142506778543327,10
et,03011001806,2011,2015,0.33238381272156614,0.5090982999306699,0,0.05011075893331365,5
et,03011100102,2011,2015,-0.7011914560794943,-0.6689458212998366,-0.5013869133760036,-0.8637144233674189,9
et,03011200203,2011,2015,0.17326530290245454,0.3228116004785445,-0.6577771034075104,-1.9198543454485693,5
et,03011400816,2011,2015,-0.11586253362096524,-0.09189736712332164,0.731020960500124,1.6628013342529544,5
et,03011602804,2011,2015,-0.4314593872499394,-0.1449788369556294,-1.5069091854187389,-2.538730618365903,4
et,03012000105,2011,2015,-0.16914870337287868,-0.21950071940481522,0.814558253970343,2.0487897152467855,6
et,03020100703,2011,2015,-0.01980271664501338,0.11421947426954929,-0.3288885517037552,-0.9348717932576278,9
et,03020202508,2011,2015,0.7159688446874968,1.0073800456753041,0.47838334793273485,1.4828126530292287,11
et,03020400906,2011,2015,0.06684090678091593,0.21166797747285643,-0.3852927671263186,-1.3659009116107221,11
et,03020501907,2011,2015,0.31927839303180355,0.23873936119528416,0.7825539013967306,0.6039927840202127,9
et,03020703703,2011,2015,-0.2527437224978119,-0.32507291132823035,0.39590525544800886,0.3276800685590487,9
et,03020900104,2011,2015,-0.5452376768482171,-0.483306843840763,-0.3288885517037552,-0.9348717932576278,5
et,03020900708,2011,2015,0.4690355660635467,0.739661148258383,-0.171033982432181,0.01878655682612621,11
et,03030100204,2011,2015,-0.1419144829638519,0.09815890877809819,-0.4971196876483567,-0.30514844665961144,7
et,03030200108,2011,2015,-0.04477557225126577,0.3446919951129237,-0.13266589032873635,0.37358110123724897,8
et,03030202104,2011,2015,-0.2342388161780342,-0.09394882088360598,-0.21729316246984334,-0.359979638353902,10
et,03030302404,2011,2015,1.0274291469095884,1.1236400823978596,0.7751090357982933,0.9298930302214024,10
et,03030400906,2011,2015,0.2554341000280184,0.33755516013222553,0.37883619292116083,0.8378640558098027,9
et,03030501101,2011,2015,-0.1683873964512784,0.09605659863212936,-0.49724469435454616,-0.34569721564341255,9
et,03030701002,2011,2015,-0.696089846711386,-0.8830424418778109,0.9476207393706062,1.9046646532658678,11
et,03030801617,2011,2015,0.6125860128030286,0.8161816781646678,-0.23481986136605565,-0.9176434820986747,10
et,03031001701,2011,2015,-0.2946296155720304,-0.3787928821963175,-0.36287593894765197,-1.096208215085833,12
et,03040301401,2011,2015,-0.09985779582245738,0.23552985372109525,-0.8479541768866307,-0.6341801580995835,7
et,03040600801,2011,2015,0.5556669175573155,0.6221633363645328,0.4703434516884977,0.13625231472807908,6
et,03040901203,2011,2015,1.563989662620534,2.112243613309919,-0.8049793473590366,-1.368846417175305,8
et,03041100903,2011,2015,-0.34580350943761284,-0.3344001151236152,0.20489367477718645,0.39632425012011546,9
et,03041200105,2011,2015,1.4134610201157851,0.6647416864040885,1.2580807671471832,0.5117102864679626,4
et,03041402101,2011,2015,0.12925458139525509,0.03127023677894007,-0.2133683632138219,-2.3522114667171827,9
et,03041600204,2011,2015,0.17663897365787104,0.2969193941169723,-0.09387676425868507,-0.47149035029906067,11
et,03050101504,2011,2015,0.10449049021254758,0.3512607019727855,-0.25491174965000046,-0.23072364640094956,4
et,03050400305,2011,2015,0.1897421968937251,0.23590367925225664,0.5640602775480041,1.078164089021638,8
et,03050701204,2011,2015,-0.40056964994199246,-0.03006601028171029,-0.8361661363351071,-0.10302978470182492,9
et,03050900104,2011,2015,-0.6291265875733085,-0.9885876085301272,0.10962951723458507,0.37843827633029414,9
et,03051100307,2011,2015,-0.2974435860363575,-0.267780765378434,0.2367964018749406,0.6699658593580795,8
et,03051300702,2011,2015,-0.6315639258198766,-0.788096169048178,0.7877373154586854,0.4255687306731972,12
et,03051500703,2011,2015,-0.18151289862035713,0.09111133091446434,-0.38812131376255893,0.21021484118628375,4
et,03052100808,2011,2015,-0.6738077109845365,-0.5575759683192116,0.018513218998573992,0.05262394726245583,9
et,03060202603,2011,2015,1.5039410404608675,1.9520483030320392,1.0274612721120364,1.1633631991929752,12
et,03060402001,2011,2015,-0.4869535571336512,-0.5771630275606902,0.015797095301220854,-0.503029345819003,10
et,03060602103,2011,2015,0.058688139756272725,0.014844337934123784,0.4037177084755698,-0.18376051285627634,9
et,03060901807,2011,2015,0.014411911747353113,0.10719407646326186,0.29599969653337965,0.9365950559051611,10
et,03061102207,2011,2015,0.13504061375072257,0.22447803891126897,0.11377737654117538,0.07050992105227706,9
et,03061400105,2011,2015,1.328117183309912,1.613523869201027,-0.3278075494568855,-0.2406193254469469,8
et,03061601207,2011,2015,0.4960950092441031,0.4628774492661315,0.6271246022513303,0.16496616665966757,9
et,03070101406,2011,2015,-0.12432472319110846,-0.22077377179135682,1.0027738267520072,1.877761123534779,9
et,03070300105,2011,2015,0.7054176939366436,0.8988926425281876,0.7847346489155854,2.135802429693244,10
et,03070401302,2011,2015,0.0718960914161195,0.31357440544263276,-0.8899974831244593,-1.9647536704367445,10
et,03070500105,2011,2015,0.07205745925007476,0.1230327661447703,0.2464489442642876,0.835834931189839,5
et,03070502405,2011,2015,0.8286338663305592,0.8778415114283458,0.5879293146106221,0.15778770367677045,8
et,03070801402,2011,2015,0.9015035467974855,1.1038271424131607,0.8107266913258204,1.8169010031648443,8
et,03071001703,2011,2015,1.2764747287941758,1.6117678774498965,-0.02704493011943158,-0.11028321727146331,6
et,03071301304,2011,2015,-0.37857587209338184,-0.6137336460329457,0.541070901680869,-0.3131681834700089,4
et,03080201503,2011,2015,0.06927392746120122,0.13256883865413135,-0.6637241550451809,-2.4516271607699514,7
et,03080300107,2011,2015,-0.4883646096309463,-0.33350858207686274,0.0012354311392796286,0.8435421507169489,7
et,03080300603,2011,2015,0.08503204097547029,0.12750149014217763,0.6363812117506172,0.16622276082423867,9
et,03080400503,2011,2015,0.028530588568677375,0.11451404621053975,-0.03407884576709321,-0.29240261353707137,11
et,03090101202,2011,2015,-0.30121037192273675,-0.31351418416308013,0.1462851984100826,0.0763382530862666,7
et,03090202501,2011,2015,0.05423869434891361,0.24079588424863008,0.14752062954936224,0.869769644869902,7
et,03090203201,2011,2015,0.14874011822298958,0.3129306867627726,-0.26311084136300417,-0.7378752828194395,10
et,03090400702,2011,2015,0.4009366091204632,0.6120173755808924,-0.21925903446917014,-0.6065442758606472,6
et,03090501102,2011,2015,0.27636874919677407,0.4435201483530871,-0.054814758617292535,-0.1140529997651766,6
et,03090600105,2011,2015,1.9815539466863363,1.6084839652848082,0.6577771034075104,2.020075863315197,2
et,03100101106,2011,2015,-0.4734942636290987,-0.7417741083884699,0.3063285244971819,0.7633634511963917,7
